name,rank,artist,year,id,length,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo
Love Me,39,"['Lil Wayne', 'Drake', 'Future']",2013,7tGlzXJv6GD5e5qlu5YmDg,253.44,0.674,0.608,8,-6.628,0.0334,0.0119,0.103,0.464,124.952
My Songs Know What You Did In The Dark (Light Em Up),40,['Fall Out Boy'],2013,7s0lDK7y3XLmI7tcsRAbW0,186.826,0.558,0.924,9,-4.341,0.064,0.0271,0.537,0.567,151.99
F**kin Problems,41,"['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']",2013,4X5f3vT8MRuXF68pfjNte5,233.786,0.853,0.693,1,-6.87,0.275,0.0239,0.11,0.662,95.967
Beauty And A Beat,42,"['Justin Bieber', 'Nicki Minaj']",2013,190jyVPHYjAqEaOGmMzdyk,227.986,0.602,0.843,0,-4.831,0.0593,0.000688,0.0682,0.526,128.003
Same Love,43,"['Macklemore', 'Ryan Lewis', 'Mary Lambert']",2013,01uqI4H13Gsd8Lyl1EYd8H,318.525,0.688,0.473,8,-9.059,0.167,0.716,0.104,0.299,84.958
Sweet Nothing,44,"['Calvin Harris', 'Florence Welch']",2013,24LS4lQShWyixJ0ZrJXfJ5,212.56,0.573,0.929,8,-3.942,0.109,0.197,0.0567,0.582,127.934
Summertime Sadness,45,"['Lana Del Rey', 'Cedric Gervais']",2013,6PUIzlqotEmPuBfjbwYWOB,214.912,0.572,0.81,1,-5.791,0.0558,0.0157,0.13,0.11,126.052
Home,46,['Phillip Phillips'],2013,4rsW3WCZBGwhHfJWuHRwyT,210.173,0.606,0.826,0,-6.04,0.0307,0.0256,0.117,0.322,121.04
It's Time,47,['Imagine Dragons'],2013,6BtmXhTJMM9sBTHeYYASGz,237.986,0.656,0.884,2,-4.748,0.0372,0.0162,0.145,0.86,105.009
Power Trip,48,"['J. Cole', 'Miguel']",2013,2uwnP6tZVVmTovzX5ELooy,241.16,0.667,0.608,1,-7.054,0.216,0.324,0.426,0.475,99.992
Girl On Fire,49,"['Alicia Keys', 'Nicki Minaj']",2013,4esOae7i4rqTbAu9o5Pxco,224.92,0.482,0.706,9,-5.762,0.0607,0.135,0.105,0.144,92.513
Heart Attack,50,['Demi Lovato'],2013,1V6gIisPpYqgFeWbMLI0bA,210.84,0.504,0.785,8,-4.802,0.104,0.0738,0.239,0.502,173.968
Love Somebody,51,['Maroon 5'],2013,0HnaqUxvHP5LaWdmWwJpiS,229.813,0.675,0.792,1,-6.303,0.0368,0.145,0.12,0.395,120.016
I Will Wait,52,"['Mumford', 'Sons']",2013,0hm8rgOY17z7kQJlqGKbu7,276.72,0.48,0.756,1,-5.399,0.0333,0.00993,0.312,0.447,131.127
Try,53,['P!nk'],2013,1jF7IL57ayN4Ity3jQqGu0,247.906,0.673,0.629,2,-7.072,0.0299,0.00141,0.0944,0.551,103.998
Wagon Wheel,54,['Darius Rucker'],2013,3xdjjKMcMOFgo1eQrfbogM,298.373,0.537,0.66,9,-7.174,0.0296,0.455,0.135,0.574,148.096
Gangnam Style,55,['PSY'],2013,03UrZgTINDqvnUMbbIMhql,219.493,0.727,0.937,11,-2.871,0.286,0.00417,0.091,0.749,132.067
I Need Your Love,56,"['Calvin Harris', 'Ellie Goulding']",2013,05SBRd4fXgn8FX7bf8BCAE,234.506,0.695,0.869,8,-5.066,0.0483,0.41,0.237,0.58,124.989
Die Young,57,['Ke$ha'],2013,6OkQHbZvH82TomRVylaWQt,185.906,0.709,0.366,2,-9.139,0.0289,0.778,0.0992,0.629,79.959
Some Nights,58,['fun.'],2013,6t6oULCRS6hnI7rm0h5gwl,277.04,0.672,0.738,0,-7.045,0.0506,0.0178,0.0927,0.392,107.938
Bad,59,"['Wale', 'Tiara Thomas', 'Rihanna']",2013,5yhKaacMZGRo4s6evJx9vk,238.826,0.807,0.702,6,-6.594,0.0748,0.307,0.111,0.447,114.038
Boys 'round Here,60,"['Blake Shelton', 'Pistol Annies', 'Friends']",2013,39FwE8edwuyiaa4PrGBkP7,288.76,0.611,0.688,2,-6.369,0.0529,0.251,0.248,0.649,169.895
"Gone, Gone, Gone",61,['Phillip Phillips'],2013,5L79aNYCTKiZq7vaOElXYj,209.693,0.664,0.642,6,-5.961,0.038,0.129,0.114,0.501,118.002
Demons,62,['Imagine Dragons'],2013,3LlAyCYU26dvFZBDUIMb7a,175.2,0.505,0.71,3,-3.015,0.0321,0.19,0.329,0.428,89.938
Counting Stars,63,['OneRepublic'],2013,6sy3LkhNFjJWlaeSMNwQ62,257.839,0.664,0.705,1,-4.972,0.0382,0.0654,0.115,0.477,122.017
I Cry,64,['Flo Rida'],2013,4bZd0nRuX8HyjeXAUBczvm,223.8,0.693,0.822,4,-5.441,0.0439,0.00616,0.315,0.763,126.035
Little Talks,65,['Of Monsters And Men'],2013,2ihCaVdNZmnHZWt0fvAM7B,266.6,0.457,0.757,1,-5.177,0.032,0.0206,0.146,0.417,102.961
The Other Side,66,['Jason Derulo'],2013,5FljCWR0cys07PQ9277GTz,226.986,0.561,0.836,9,-3.939,0.1,0.0525,0.136,0.517,127.923
Berzerk,67,['Eminem'],2013,6Xk7PnitV9jCRorWt2LiVZ,238.746,0.739,0.872,11,-4.059,0.333,0.0217,0.26,0.684,95.084
Catch My Breath,68,['Kelly Clarkson'],2013,5qxPabNDnJQ551Tf4v6k3j,250.386,0.692,0.908,9,-5.364,0.0677,0.0251,0.0933,0.513,124.042
Crash My Party,69,['Luke Bryan'],2013,6GBUsjHfZuweYf5lQEz6mP,234.76,0.526,0.816,7,-4.009,0.0421,0.0285,0.22,0.414,144.032
Pour It Up,70,['Rihanna'],2013,76VtA90NKurNqaQpV126Ue,161.2,0.785,0.478,2,-8.735,0.0419,0.0254,0.0901,0.39,134.002
22,71,['Taylor Swift'],2013,3bIxTsfeNMO7Nt2J3EUKrA,230.133,0.658,0.729,7,-6.561,0.0378,0.00215,0.0752,0.668,104.007
I Want Crazy,72,['Hunter Hayes'],2013,4FkgULes13bk2eHrsJg4q9,236.865,0.562,0.878,8,-4.806,0.0387,0.0539,0.112,0.558,103.029
The Fox,73,['Ylvis'],2013,5HOpkTTVcmZHnthgyxrIL8,213.708,0.703,0.867,6,-4.292,0.0453,0.107,0.119,0.546,128.008
Best Song Ever,74,['One Direction'],2013,5T7ZFtCcOgkpjxcuaeZbw0,200.106,0.652,0.877,1,-2.986,0.0465,0.0227,0.0789,0.486,118.491
The A Team,75,['Ed Sheeran'],2013,1VdZ0vKfR5jneCmWIUAMxK,258.373,0.642,0.289,9,-9.918,0.0367,0.669,0.18,0.407,84.996
Carry On,76,['fun.'],2013,7gpy7sfWPNuOKmUNs3XQYE,278.373,0.388,0.694,5,-5.769,0.0735,0.118,0.082,0.365,145.434
Highway Don't Care,77,"['Tim McGraw', 'Taylor Swift']",2013,4wFUdSCer8bdQsrp1M90sa,276.88,0.47,0.79,2,-5.352,0.039,0.0216,0.0863,0.495,158.061
That's My Kind Of Night,78,['Luke Bryan'],2013,5HGibWoxnkYSkl6mHmAlOE,190.186,0.661,0.751,7,-2.909,0.0481,0.0571,0.105,0.875,109.995
Swimming Pools (Drank),79,['Kendrick Lamar'],2013,6REbwUNlppTfcnV4d4ZoZi,247.8,0.577,0.447,8,-5.892,0.277,0.00627,0.0899,0.189,74.236
Sure Be Cool If You Did,80,['Blake Shelton'],2013,5yIiXdLRE85OBiQmCaUenq,215.72,0.576,0.726,11,-4.625,0.035,0.255,0.108,0.582,136.802
#Beautiful,81,"['Mariah Carey', 'Miguel']",2013,617KSbx52ACbnQBxSsG26X,199.866,0.677,0.749,4,-5.405,0.0391,0.346,0.347,0.469,107.042
Troublemaker,82,"['Olly Murs', 'Flo Rida']",2013,6s8nHXTJVqFjXE4yVZPDHR,185.586,0.762,0.863,0,-3.689,0.0561,0.015,0.125,0.965,106.012
Body Party,83,['Ciara'],2013,0rFZaQ4crlGAzuCjWCQ2xu,234.04,0.577,0.576,2,-6.299,0.0563,0.0143,0.602,0.12,133.973
Adorn,84,['Miguel'],2013,25cUhiAod71TIQSNicOaW3,193.146,0.625,0.576,11,-5.693,0.175,0.0543,0.187,0.235,179.063
Hall Of Fame,85,"['The Script', 'will.i.am']",2013,1X1DWw2pcNZ8zSub3uhlNz,202.533,0.421,0.873,10,-4.343,0.0564,0.0654,0.123,0.629,84.786
Let Me Love You (Until You Learn To Love Yourself),86,['Ne-Yo'],2013,4kte3OcW800TPvOVgrLLj8,251.626,0.658,0.677,5,-6.628,0.0393,0.248,0.368,0.248,124.91
U.O.E.N.O.,87,"['Rocko', 'Future', 'Rick Ross']",2013,0HFrCOmhCYXlv4NdEwRAuj,260.276,0.422,0.641,10,-4.947,0.323,0.422,0.317,0.654,187.027
Next To Me,88,['Emeli Sande'],2013,1Xsxp1SEOxuMzjrFZhtw8u,196.866,0.674,0.81,7,-5.117,0.0378,0.0923,0.11,0.391,94.995
Mama's Broken Heart,89,['Miranda Lambert'],2013,2mXsZsJBThTaJXbNcg5QD4,177.773,0.768,0.809,4,-4.204,0.0616,0.278,0.139,0.748,111.989
It Goes Like This,90,['Thomas Rhett'],2013,6GsAD8PgHxmEuIPTG8GP3M,186.08,0.543,0.837,11,-6.448,0.0608,0.117,0.0872,0.506,168.056
Bugatti,91,"['Ace Hood', 'Future', 'Rick Ross']",2013,0uFvvXbmGIXlf5ZgtHyYpf,269.266,0.6,0.592,1,-4.947,0.0545,0.0191,0.0955,0.0663,130.205
Wanted,92,['Hunter Hayes'],2013,0p1BcEcYVO3uk4KDf3gzkY,228.84,0.421,0.476,0,-7.692,0.0298,0.268,0.0816,0.3,169.784
Downtown,93,['Lady Antebellum'],2013,4kY7rYtE4OQkJNq22OIYRI,195.866,0.532,0.825,9,-5.287,0.0468,0.18,0.296,0.96,169.961
Get Your Shine On,94,['Florida Georgia Line'],2013,6s9ICeczYOfbHHIaSMq9jd,222.013,0.497,0.927,0,-4.52,0.0371,0.00286,0.413,0.607,96.991
#thatPOWER,95,"['will.i.am', 'Justin Bieber']",2013,01TuObJVd7owWchVRuQbQw,279.506,0.797,0.608,6,-6.096,0.0584,0.00112,0.0748,0.402,127.999
Brave,96,['Sara Bareilles'],2013,6Uy6K3KdmUdAfelUp0SeXn,220.573,0.551,0.836,10,-3.838,0.0524,0.00502,0.0425,0.758,185.063
Let Her Go,97,['Passenger'],2013,0JmiBCpWc1IAc0et7Xm7FL,252.733,0.479,0.545,7,-7.346,0.0688,0.365,0.0963,0.243,74.897
Runnin' Outta Moonlight,98,['Randy Houser'],2013,6enPOmd3vSFpI4jjms8kXN,193.773,0.526,0.801,2,-3.717,0.0393,0.0354,0.0637,0.769,172.024
I'm Different,99,['2 Chainz'],2013,6D6wUagzknZFxipjtXi2DU,209.84,0.91,0.426,9,-14.26,0.0678,0.0983,0.0725,0.43,97.49
Still Into You,100,['Paramore'],2013,1yjY7rpaAQvKwpdUliHx0d,216.013,0.602,0.923,5,-3.763,0.044,0.0098,0.0561,0.765,136.01
Happy,1,['Pharrell Williams'],2014,60nZcImufyMA1MKQY3dcCH,232.72,0.647,0.822,5,-4.662,0.183,0.219,0.0908,0.962,160.019
Dark Horse,2,"['Katy Perry', 'Juicy J']",2014,5jrdCoLpJSvHHorevXBATy,215.672,0.645,0.585,6,-6.122,0.0513,0.00314,0.165,0.353,131.931
All Of Me,3,['John Legend'],2014,3U4isOIWM3VvDubwSI3y7a,269.56,0.422,0.264,8,-7.064,0.0322,0.922,0.132,0.331,119.93
Fancy,4,"['Iggy Azalea', 'Charli XCX']",2014,3oiMJQAWVaxSubJ7b2VUtX,199.938,0.912,0.716,10,-4.141,0.0697,0.0904,0.0491,0.377,94.981
Counting Stars,5,['OneRepublic'],2014,6sy3LkhNFjJWlaeSMNwQ62,257.839,0.664,0.705,1,-4.972,0.0382,0.0654,0.115,0.477,122.017
Talk Dirty,6,"['Jason Derulo', '2 Chainz']",2014,6g6A7qNhTfUgOSH7ROOxTD,177.685,0.76,0.652,6,-7.321,0.232,0.0348,0.307,0.759,100.315
Rude,7,['MAGIC!'],2014,6RtPijgfPKROxEzTHNRiDp,224.84,0.773,0.758,1,-4.993,0.0381,0.0422,0.305,0.925,144.033
All About That Bass,8,['Meghan Trainor'],2014,5jE48hhRu8E6zBDPRSkEq7,187.92,0.807,0.887,9,-3.726,0.0503,0.0573,0.124,0.961,134.052
Problem,9,"['Ariana Grande', 'Iggy Azalea']",2014,7vS3Y0IKjde7Xg85LWIEdP,193.92,0.66,0.805,1,-5.352,0.153,0.0192,0.159,0.625,103.008
Stay With Me,10,['Sam Smith'],2014,5Nm9ERjJZ5oyfXZTECKmRt,172.723,0.418,0.42,0,-6.444,0.0414,0.588,0.11,0.184,84.094
Timber,11,"['Pitbull', 'Ke$ha']",2014,3cHyrEgdyYRjgJKSOiOtcS,204.16,0.581,0.963,11,-4.087,0.0981,0.0295,0.139,0.788,129.992
Pompeii,12,['Bastille'],2014,3gbBpTdY8lnQwqxNCcf795,214.147,0.679,0.715,9,-6.383,0.0407,0.0755,0.271,0.571,127.435
Shake It Off,13,['Taylor Swift'],2014,5xTtaWoae3wi06K5WfVUUH,219.2,0.648,0.785,7,-5.414,0.165,0.0561,0.148,0.943,160.02
Am I Wrong,14,"['Nico', 'Vinz']",2014,1fidCEsYlaVE3pHwKCvpFZ,245.866,0.729,0.675,8,-6.003,0.0312,0.175,0.55,0.779,119.968
Turn Down For What,15,"['DJ Snake', 'Lil Jon']",2014,67awxiNHNyjMXhVgsHuIrs,213.733,0.818,0.799,1,-4.1,0.156,0.00107,0.057,0.0815,100.014
The Monster,16,"['Eminem', 'Rihanna']",2014,48RrDBpOSSl1aLVCalGl5C,250.188,0.781,0.853,1,-3.68,0.0715,0.0525,0.12,0.624,110.049
Say Something,17,"['A Great Big World', 'Christina Aguilera']",2014,6Vc5wAMmXdKIAM7WUoEb7N,229.4,0.407,0.147,2,-8.822,0.0355,0.857,0.0913,0.0765,141.284
Team,18,['Lorde'],2014,3G6hD9B2ZHOsgf4WfNu7X1,193.058,0.69,0.578,6,-7.436,0.0929,0.167,0.305,0.416,99.961
Let Her Go,19,['Passenger'],2014,0JmiBCpWc1IAc0et7Xm7FL,252.733,0.479,0.545,7,-7.346,0.0688,0.365,0.0963,0.243,74.897
Royals,20,['Lorde'],2014,2dLLR6qlu5UJ5gk0dKz0h3,190.185,0.674,0.428,7,-9.504,0.122,0.121,0.132,0.337,84.878
Let It Go,21,['Idina Menzel'],2014,0qcr5FMsEO85NAQjrlDRKo,223.84,0.543,0.485,8,-6.85,0.0305,0.558,0.12,0.371,136.961
Wake Me Up!,22,['Avicii'],2014,0nrRP2bk19rLc0orkWPQk2,247.426,0.532,0.783,2,-5.697,0.0523,0.0038,0.161,0.643,124.08
Demons,23,['Imagine Dragons'],2014,3LlAyCYU26dvFZBDUIMb7a,175.2,0.505,0.71,3,-3.015,0.0321,0.19,0.329,0.428,89.938
Story Of My Life,24,['One Direction'],2014,4nVBt6MZDDP6tRVdQTgxJg,245.493,0.6,0.663,3,-5.802,0.0477,0.225,0.119,0.286,121.07
Chandelier,25,['Sia'],2014,2s1sdSqGcKxpPr5lCl7jAV,216.12,0.399,0.787,1,-2.88,0.0499,0.0197,0.0685,0.572,117.089
Black Widow,26,"['Iggy Azalea', 'Rita Ora']",2014,7pNC5ZIKtwUK0ReSpM3P9f,209.423,0.743,0.72,11,-3.753,0.124,0.192,0.109,0.519,163.99
Bang Bang,27,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",2014,0puf9yIluy9W0vpMEUoAnN,199.386,0.706,0.786,0,-3.417,0.091,0.26,0.38,0.751,150.028
Latch,28,"['Disclosure', 'Sam Smith']",2014,1DunhgeZSEgWiIYbHqXl0c,255.866,0.729,0.735,1,-5.455,0.0919,0.0178,0.089,0.544,121.986
Maps,29,['Maroon 5'],2014,6UqNq3X7GQxTQ5iNGhaYTI,190.146,0.738,0.709,1,-5.564,0.0298,0.0196,0.061,0.885,120.018
Loyal,30,"['Chris Brown', 'Lil Wayne', 'French Montana', 'Too $hort', 'Tyga']",2014,5BrTUo0xP1wKXLJWUaGFtk,264.946,0.841,0.522,10,-5.963,0.049,0.0168,0.188,0.616,99.059
Best Day Of My Life,31,['American Authors'],2014,5Hroj5K7vLpIG4FNCRIjbP,194.24,0.673,0.902,2,-2.392,0.0346,0.0591,0.0558,0.538,100.012
Habits (Stay High),32,['Tove Lo'],2014,14OxJlLdcHNpgsm4DRwDOB,209.16,0.729,0.65,5,-3.539,0.0313,0.0702,0.0829,0.347,110.02
Summer,33,['Calvin Harris'],2014,6YUTL4dYpB9xZO5qExPf05,222.533,0.596,0.856,4,-3.556,0.0346,0.0211,0.141,0.743,127.949
Boom Clap,34,['Charli XCX'],2014,0Y1MWB026LYxGvhq4EcMiC,169.866,0.659,0.911,4,-2.28,0.0786,0.154,0.191,0.576,91.999
Drunk In Love,35,"['Beyonce', 'Jay Z']",2014,6jG2YzhxptolDzLHTGLt7S,323.48,0.589,0.621,5,-6.902,0.0468,0.00969,0.181,0.401,140.03
Anaconda,36,['Nicki Minaj'],2014,794F99D5BQHS5ZGRXAs7I5,260.24,0.964,0.605,9,-6.223,0.179,0.0668,0.214,0.646,129.994
Break Free,37,"['Ariana Grande', 'Zedd']",2014,12KUFSHFgT0XCoiSlvdQi4,214.84,0.687,0.702,7,-5.324,0.0455,0.0064,0.204,0.284,129.956
Bailando,38,"['Enrique Iglesias', 'Descemer Bueno', 'Gente de Zona']",2014,32lm3769IRfcnrQV11LO4E,243.413,0.723,0.777,7,-3.503,0.108,0.0426,0.0451,0.961,91.017
Burn,39,['Ellie Goulding'],2014,0xMd5bcWTbyXS7wPrBtZA6,231.211,0.559,0.777,1,-5.031,0.0432,0.31,0.105,0.329,87.016
Wiggle,40,"['Jason Derulo', 'Snoop Dogg']",2014,2sLwPnIP3CUVmIuHranJZU,193.295,0.697,0.621,9,-6.886,0.25,0.0802,0.162,0.721,81.946
Rather Be,41,"['Clean Bandit', 'Jess Glynne']",2014,3s4U7OHV7gnj42VV72eSZ6,227.833,0.799,0.586,11,-6.735,0.0377,0.162,0.193,0.549,120.97
Don't Tell 'Em,42,"['Jeremih', 'YG']",2014,2CaSCI1tuGkl94MjQ13yAH,129.829,0.674,0.577,4,-7.004,0.288,0.389,0.115,0.559,148.149
Show Me,43,"['Kid Ink', 'Chris Brown']",2014,4q6dqyGM25sKFU8nYAGRe4,217.8,0.711,0.508,7,-7.299,0.0494,0.0354,0.141,0.665,98.098
Wrecking Ball,44,['Miley Cyrus'],2014,2vwlzO0Qp8kfEtzTsCXfyE,221.36,0.53,0.422,5,-6.262,0.0342,0.407,0.107,0.349,119.964
Not A Bad Thing,45,['Justin Timberlake'],2014,3nB82yGjtbQFSU0JLAwLRH,688.453,0.308,0.563,0,-9.169,0.0719,0.527,0.134,0.109,85.901
Roar,46,['Katy Perry'],2014,6F5c58TMEs1byxUstkzVeM,223.546,0.554,0.772,7,-4.821,0.0418,0.00487,0.354,0.455,179.984
Ain't It Fun,47,['Paramore'],2014,1STnrKSEjN5MyWT4V2bxvO,262.027,0.534,0.815,9,-3.574,0.0421,0.0197,0.43,0.67,103.911
The Man,48,['Aloe Blacc'],2014,2stPxcgjdSImK7Gizl8ZUN,254.88,0.308,0.769,11,-7.256,0.065,0.0331,0.214,0.488,81.853
This Is How We Roll,49,"['Florida Georgia Line', 'Luke Bryan']",2014,2TR7A4ulH9R1PNwMyd8o8U,220.906,0.555,0.931,8,-2.969,0.0367,0.016,0.405,0.723,132.085
Classic,50,['MKTO'],2014,6FE2iI43OZnszFLuLtvvmg,175.426,0.72,0.791,1,-4.689,0.124,0.0384,0.157,0.756,102.071
A Sky Full Of Stars,51,['Coldplay'],2014,0FDzzruyVECATHXKHFs9eJ,267.866,0.545,0.675,6,-6.474,0.0279,0.00617,0.209,0.162,124.97
Don't,52,['Ed Sheeran'],2014,4uuEGH5SVuzkkSFjo2DEiY,208.608,0.563,0.473,3,-11.548,0.0503,0.514,0.109,0.405,101.934
Na Na,53,['Trey Songz'],2014,5maiP9UMnTSgoxPX8X3bdz,231.906,0.67,0.476,9,-6.253,0.0406,0.328,0.104,0.235,96.975
Hot Boy,54,['Bobby Shmurda'],2014,0rFke7eNFHbGuGJUdRgjB2,194.561,0.859,0.5,9,-7.628,0.347,0.042,0.0616,0.186,83.981
"Hold On, We're Going Home",55,"['Drake', 'Majid Jordan']",2014,2aSC2xhRxOLiiZZVjhbylH,227.88,0.777,0.414,6,-7.44,0.0946,0.00421,0.0724,0.287,100.002
Sing,56,['Ed Sheeran'],2014,6K8qKeWo5MsFED7wCR6Kop,235.382,0.818,0.67,8,-4.451,0.0472,0.304,0.0601,0.939,119.988
Radioactive,57,['Imagine Dragons'],2014,4G8gkOterJn0Ywt6uhqbhp,186.813,0.448,0.784,9,-3.686,0.0627,0.106,0.668,0.236,136.245
My Hitta,58,"['YG', 'Jeezy', 'Rich Homie Quan']",2014,5G47DlluL671zo0k3OhoSm,236.093,0.764,0.504,10,-6.781,0.106,0.135,0.143,0.678,85.545
Cool Kids,59,['Echosmith'],2014,13P5rwmk2EsoFRIz9UCeh9,237.626,0.719,0.671,8,-6.279,0.0336,0.0372,0.12,0.786,130.027
Hey Brother,60,['Avicii'],2014,4lhqb6JvbHId48OUJGwymk,255.093,0.545,0.78,7,-4.867,0.0436,0.0309,0.0828,0.458,125.014
Trumpets,61,['Jason Derulo'],2014,5KONnBIQ9LqCxyeSPin26k,217.419,0.635,0.691,0,-4.862,0.258,0.555,0.097,0.638,82.142
Animals,62,['Maroon 5'],2014,2bL2gyO6kBdLkNSkxXNh6x,231.013,0.279,0.742,4,-6.46,0.0898,0.000185,0.593,0.328,189.868
Burnin' It Down,63,['Jason Aldean'],2014,5HJqpDspKDKwQpLjvkcIsD,219.16,0.681,0.795,6,-6.652,0.049,0.305,0.109,0.64,135.939
Play It Again,64,['Luke Bryan'],2014,03fT3OHB9KyMtGMt2zwqCT,226.866,0.506,0.886,11,-3.225,0.0655,0.0916,0.0734,0.595,143.935
2 On,65,"['Tinashe', 'ScHoolboy Q']",2014,3jVtllWS5CFFWLQng8sKsr,227,0.742,0.595,9,-7.51,0.107,0.15,0.111,0.431,101.013
Dirt,66,['Florida Georgia Line'],2014,5CXnIPD6rTjszYYQm6fY2P,230.586,0.547,0.878,2,-4.224,0.0451,0.0638,0.106,0.592,121.973
Love Runs Out,67,['OneRepublic'],2014,5BJSZocnCeSNeYMj3iVqM7,224.226,0.719,0.935,7,-3.752,0.0589,0.167,0.0973,0.738,120.022
Bottoms Up,68,['Brantley Gilbert'],2014,0HZUp8fm9fh1Mitqx4CIOr,220.2,0.474,0.857,7,-5.734,0.0435,0.113,0.134,0.545,170.006
Shower,69,['Becky G'],2014,3DmW6y7wTEYHJZlLo1r6XJ,206.166,0.699,0.529,2,-7.548,0.0487,0.0317,0.285,0.121,119.987
Me And My Broken Heart,70,['Rixton'],2014,1oew3nFNY3vMacJAsvry0S,193.733,0.545,0.783,5,-4.261,0.0345,0.00489,0.132,0.551,174.084
Animals,71,['Martin Garrix'],2014,6JEntXLt4z98CcDtIH9sU7,303.826,0.677,0.866,1,-6.403,0.0392,0.00165,0.412,0.0386,128.005
Lifestyle,72,"['Rich Gang', 'Young Thug', 'Rich Homie Quan']",2014,7DTlsMOQjGysXHpwwpHuPl,269.693,0.546,0.667,1,-5.236,0.274,0.0152,0.0895,0.471,87.666
American Kids,73,['Kenny Chesney'],2014,1dgWTMoHwTUnQhOQ8SR5fV,182.96,0.782,0.589,0,-7.37,0.0803,0.0476,0.0366,0.849,85.022
Brave,74,['Sara Bareilles'],2014,6Uy6K3KdmUdAfelUp0SeXn,220.573,0.551,0.836,10,-3.838,0.0524,0.00502,0.0425,0.758,185.063
Sweater Weather,75,['The Neighbourhood'],2014,2QjOHCTQ1Jl3zawyYOpxh6,240.4,0.612,0.807,10,-2.81,0.0336,0.0495,0.101,0.398,124.053
Leave The Night On,76,['Sam Hunt'],2014,3wx2kQWPn9p5UppQbNhPAk,192.16,0.514,0.951,9,-3.813,0.0603,0.0951,0.349,0.838,171.96
New Flame,77,"['Chris Brown', 'Usher', 'Rick Ross']",2014,3fBbfrWZUuWWrMQXFISr7N,244.226,0.702,0.629,1,-4.292,0.041,0.0506,0.0963,0.446,141.967
Love Never Felt So Good,78,"['Michael Jackson', 'Justin Timberlake']",2014,48td6xvpokdYwvbl3JIiXP,246.026,0.775,0.719,7,-6.212,0.0435,0.132,0.0662,0.712,117.513
Drunk On A Plane,79,['Dierks Bentley'],2014,1soxUgYIZb1qx1c7o1Lc7z,254.466,0.423,0.73,9,-5.566,0.032,0.00495,0.238,0.66,205.972
Birthday,80,['Katy Perry'],2014,2xLOMHjkOK8nzxJ4r6yOKR,215.042,0.719,0.674,11,-5.122,0.0681,0.0879,0.112,0.843,125.98
Bartender,81,['Lady Antebellum'],2014,6olKv2HP3XgBpvVxAswowe,198.266,0.631,0.937,11,-3.858,0.034,0.0198,0.327,0.654,101.011
La La La,82,"['Naughty Boy', 'Sam Smith']",2014,36pLU2ywVeBKEF0rrKtmCB,222.2,0.772,0.65,6,-5.202,0.0306,0.107,0.0905,0.262,125.082
Blurred Lines,83,"['Robin Thicke', 'T.I.', 'Pharrell']",2014,0n4bITAu0Y0nigrz3MFJMb,263.826,0.853,0.599,7,-4.756,0.0411,0.00334,0.0759,0.843,119.993
Do What U Want,84,"['Lady Gaga', 'R. Kelly']",2014,5XKXMWPACPq51OiqzxenZo,216.573,0.778,0.801,9,-4.65,0.086,0.345,0.0881,0.534,97.47
Amnesia,86,['5 Seconds Of Summer'],2014,1JCCdiru7fhstOIF4N7WJC,237.247,0.572,0.499,2,-5.237,0.0311,0.0283,0.213,0.108,101.593
No Mediocre,87,"['T.I.', 'Iggy Azalea']",2014,38aECKrbMv2F5FsYYCewCQ,201.6,0.78,0.45,1,-9.539,0.0465,0.0826,0.0809,0.178,95.486
Come With Me Now,88,['KONGOS'],2014,2kWowW0k4oFymhkr7LmvzO,211.96,0.654,0.726,10,-3.803,0.0401,0.0311,0.0618,0.728,103.987
Believe Me,89,"['Lil Wayne', 'Drake']",2014,6t2eIONH4Sax3R21QWiKNp,337.64,0.844,0.491,10,-8.807,0.17,0.272,0.111,0.196,91.935
23,90,"['Mike WiLL Made-It', 'Miley Cyrus', 'Wiz Khalifa', 'Juicy J']",2014,20FZrLl9zSbO9b3DhaqO6M,252.52,0.859,0.599,9,-5.254,0.0614,0.000362,0.13,0.319,140.005
Beachin',91,['Jake Owen'],2014,5dNGORzxFb5z3v7vSAFkTU,191.04,0.527,0.902,6,-5.352,0.0601,0.344,0.0669,0.709,181.964
White Walls,92,"['Macklemore', 'Ryan Lewis', 'ScHoolboy Q', 'Hollis']",2014,1MFD6gdVDjFFMM8ItH9ZhI,220.319,0.768,0.782,7,-5.545,0.141,0.0545,0.338,0.842,116.492
She Looks So Perfect,93,['5 Seconds Of Summer'],2014,1gugDOSMREb34Xo0c1PlxM,202.496,0.494,0.951,9,-4.237,0.132,0.000569,0.327,0.441,160.025
Stay The Night,94,"['Zedd', 'Hayley Williams']",2014,2QtJA4gbwe1AcanB2p21aP,217.346,0.596,0.738,8,-3.109,0.0411,0.109,0.0947,0.461,127.961
Partition,95,['Beyonce'],2014,5hgnY0mVcVetszbb85qeDg,319.466,0.412,0.441,11,-11.523,0.291,0.0296,0.306,0.174,185.571
Studio,96,"['ScHoolboy Q', 'BJ The Chicago Kid']",2014,29gsi1zZrZxdStACmTQB0Z,278.066,0.709,0.589,8,-7.776,0.0433,0.0507,0.0585,0.58,133.922
