name,rank,artist,year,id,length,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo
Untouched,69,['The Veronicas'],2009,0KlahhzNb98zyN83Vwae0l,255.36,0.557,0.783,6,-4.893,0.234,0.0171,0.151,0.442,177.008
If Today Was Your Last Day,70,['Nickelback'],2009,4QJLKU75Rg4558f4LbDBRi,249.066,0.485,0.911,3,-5.749,0.0355,8.67E-05,0.092,0.568,89.956
Throw It In The Bag,71,"['Fabolous', 'The-Dream']",2009,6c0GmyBsE7mQtrVvxJaWc3,231.573,0.789,0.55,11,-7.423,0.0473,0.174,0.0614,0.696,172.049
Love Drunk,72,['Boys Like Girls'],2009,20X9OeC606XNwEtDBOym5u,226.706,0.44,0.976,10,-3.17,0.141,0.00177,0.16,0.412,150.005
I Love College,73,['Asher Roth'],2009,1akgiRM3mN2nxu2AX6ACCW,241.933,0.713,0.826,8,-4.075,0.243,0.0897,0.421,0.664,86.444
If U Seek Amy,74,['Britney Spears'],2009,2hdy9Wt9qp7M7d0U3ossu2,216.52,0.717,0.587,4,-7.296,0.0339,0.0192,0.0523,0.544,129.954
Big Green Tractor,75,['Jason Aldean'],2009,4KAzYqfcijCSZa2P3etHoM,204.2,0.623,0.59,4,-5.014,0.028,0.646,0.295,0.579,137.071
White Horse,76,['Taylor Swift'],2009,5xor0JUXi9FATXga9StAJI,234.515,0.423,0.517,0,-7.377,0.0486,0.369,0.177,0.366,185.262
Disturbia,77,['Rihanna'],2009,2VOomzT6VavJOGBeySqaMc,238.626,0.707,0.813,11,-4.515,0.0571,0.0863,0.168,0.722,124.921
21 Guns,78,['Green Day'],2009,64yrDBpcdwEdNY9loyEGbX,321.093,0.268,0.742,5,-4.939,0.0355,0.0518,0.626,0.416,159.779
Turn My Swag On,79,"[""Soulja Boy Tell'em""]",2009,6ATrsVaZT7XjkCynxM8cTS,206.333,0.546,0.712,3,-3.104,0.0269,0.000969,0.406,0.489,150.154
Rockin' That Thang,80,['The-Dream'],2009,3oJJ1dQBxiFYGMQSe2SluG,221.933,0.674,0.616,8,-4.757,0.0432,0.118,0.289,0.63,77.968
Chicken Fried,81,['Zac Brown Band'],2009,3eBnEo9WL34ulBCZlLpUQO,238.146,0.566,0.713,6,-4.25,0.0417,0.645,0.114,0.807,169.864
Diva,82,['Beyonce'],2009,5Ssv6DaKrW0HczVqx6zXdl,200.613,0.875,0.551,6,-6.744,0.317,0.0488,0.0537,0.861,146.092
Replay,83,['Iyaz'],2009,5vlEg2fT4cFWAqU5QptIpQ,182.306,0.706,0.751,9,-6.323,0.0708,0.173,0.168,0.195,91.031
Then,84,['Brad Paisley'],2009,3XKbdb9GB6u3hsnUklQTav,321.64,0.493,0.643,0,-5.19,0.0299,0.512,0.209,0.3,144.717
Her Diamonds,85,['Rob Thomas'],2009,3LtwmK1OfN0dGs9jf3qSjn,280,0.555,0.924,7,-4.93,0.0604,0.0159,0.075,0.865,87.606
How Do You Sleep?,86,"['Jesse McCartney', 'Ludacris']",2009,3jkdQNkDTxxXtjSO4l0o1H,208.333,0.747,0.878,8,-3.533,0.0282,0.343,0.0872,0.557,106.004
3,87,['Britney Spears'],2009,6pymOcrCnMuCWdgGVTvUgP,213.173,0.697,0.709,5,-1.917,0.0455,0.0452,0.138,0.787,134.91
Forever,88,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",2009,6HSqyfGnsHYw9MmIpa9zlZ,357.346,0.415,0.926,5,-1.304,0.374,0.253,0.256,0.542,158.423
One Time,89,['Justin Bieber'],2009,6eDApnV9Jdb1nYahOlbbUh,215.866,0.691,0.853,1,-2.528,0.0372,0.0631,0.082,0.762,145.999
I Run To You,90,['Lady Antebellum'],2009,2YVCkTYJpv5jelYrHYoEG8,256.013,0.655,0.786,3,-4.451,0.034,0.163,0.124,0.378,113.964
I Do Not Hook Up,91,['Kelly Clarkson'],2009,2I5CPUnMIKjEXeg61OI9uV,200.346,0.502,0.938,9,-3.114,0.13,0.00098,0.318,0.35,144.077
Green Light,92,"['John Legend', 'Andre 3000']",2009,72by3Re4C3eVEBXvsUo0zV,284.186,0.622,0.882,9,-5.59,0.119,0.0912,0.216,0.762,77.506
People Are Crazy,93,['Billy Currington'],2009,5JnLiuMgRAWoHYOhatFP3s,231.36,0.651,0.699,5,-5.006,0.0265,0.213,0.12,0.36,141.938
Whatever It Is,94,['Zac Brown Band'],2009,2ISojTv3VUnimEOiLddIw4,208.213,0.686,0.576,1,-6.632,0.0284,0.443,0.212,0.72,83.971
Already Gone,95,['Kelly Clarkson'],2009,4fq2YUONcgrCJ2SPndSeKC,281.56,0.209,0.872,9,-2.996,0.0757,0.217,0.0768,0.294,78.139
Goodbye,96,['Kristinia DeBarge'],2009,5myYDbAurm1CW038qd4gL2,208.133,0.777,0.82,1,-3.211,0.0471,0.00505,0.142,0.651,119.987
Say Hey (I Love You),97,"['Michael Franti', 'Spearhead', 'Cherine Anderson']",2009,383B8ksM58jbV3HbiRJo0K,235.76,0.738,0.983,5,-4.374,0.0852,0.0376,0.183,0.957,92.998
Pop Champagne,98,"['Jim Jones', 'Ron Browz', 'Juelz Santana']",2009,5lrOsw7J8R7shum7A4j36t,215.973,0.61,0.431,0,-6.73,0.294,0.03,0.099,0.463,136.878
Pretty Wings,99,['Maxwell'],2009,22NLm3IIR9NLG0cUYtmHMW,310.52,0.563,0.402,9,-10.496,0.0668,0.252,0.0886,0.2,115.561
Never Say Never,100,['The Fray'],2009,57uX2vR9j9DNiANDYfXw1i,256.613,0.23,0.492,8,-5.767,0.0317,0.568,0.176,0.262,160.139
TiK ToK,1,['Ke$ha'],2010,0HPD5WQqrq7wPWR7P7Dw1i,199.693,0.755,0.837,2,-2.718,0.142,0.0991,0.289,0.714,120.028
Need You Now,2,['Lady Antebellum'],2010,11EX5yhxr9Ihl3IN1asrfK,277.573,0.587,0.622,4,-5.535,0.0303,0.0927,0.2,0.231,107.943
"Hey, Soul Sister",3,['Train'],2010,4HlFJV71xXKIGcU3kRyttv,216.773,0.673,0.886,1,-4.44,0.0431,0.185,0.0826,0.795,97.012
California Gurls,4,"['Katy Perry', 'Snoop Dogg']",2010,6tS3XVuOyu10897O3ae7bi,234.653,0.791,0.754,0,-3.729,0.0569,0.00446,0.163,0.425,125.014
OMG,5,"['Usher', 'will.i.am']",2010,1bM50INir8voAkVoKuvEUI,269.493,0.781,0.745,4,-5.81,0.0332,0.198,0.36,0.326,129.998
Airplanes,6,"['B.o.B', 'Hayley Williams']",2010,6lV2MSQmRIkycDScNtrBXO,180.48,0.66,0.867,6,-4.285,0.116,0.11,0.0368,0.377,93.033
Love The Way You Lie,7,"['Eminem', 'Rihanna']",2010,15JINEqzVMv3SvJTAXAKED,263.373,0.749,0.925,10,-5.034,0.227,0.241,0.52,0.641,86.989
Bad Romance,8,['Lady Gaga'],2010,0SiywuOBRcynK0uKGWdCnn,294.573,0.696,0.921,0,-3.755,0.0363,0.00314,0.0842,0.714,119.001
Dynamite,9,['Taio Cruz'],2010,1DqdF42leyFIzqNDv9CjId,203.866,0.754,0.804,4,-3.177,0.0853,0.00332,0.0329,0.818,119.968
Break Your Heart,10,"['Taio Cruz', 'Ludacris']",2010,1CdqVF1ywD0ZO1zXtB9yWa,186.266,0.666,0.899,8,-4.676,0.028,0.00155,0.0677,0.629,122.05
Nothin' On You,11,"['B.o.B', 'Bruno Mars']",2010,59dLtGBS26x7kc0rHbaPrq,268.32,0.688,0.853,10,-5.814,0.0493,0.386,0.0862,0.743,103.993
I Like It,12,"['Enrique Iglesias', 'Pitbull']",2010,4nVyHATevhl5RC6Qmoko5H,231.786,0.646,0.94,10,-2.856,0.0838,0.0209,0.0691,0.704,129.011
BedRock,13,"['Young Money', 'Lloyd']",2010,3iL2l5gUqyPS6vDwJFgJTR,288.133,0.733,0.664,8,-6.163,0.295,0.102,0.191,0.557,148.005
In My Head,14,['Jason Derulo'],2010,5BoIP8Eha5hwmRVURkC2Us,199.026,0.762,0.748,0,-4.15,0.033,0.0266,0.348,0.851,110.009
Rude Boy,15,['Rihanna'],2010,60jzFy6Nn4M0iD1d94oteF,222.92,0.563,0.75,11,-4.496,0.127,0.113,0.0788,0.812,173.906
Telephone,16,"['Lady Gaga', 'Beyonce']",2010,7rl7ao5pb9BhvAzPdWStxi,220.626,0.825,0.832,5,-5.853,0.0403,0.00587,0.114,0.713,122.021
Teenage Dream,17,['Katy Perry'],2010,5jzKL4BDMClWqRguW5qZvh,227.741,0.719,0.798,10,-4.582,0.0361,0.0162,0.134,0.591,120.011
Just The Way You Are,18,['Bruno Mars'],2010,7BqBn9nzAq8spo5e7cZ0dJ,220.733,0.637,0.843,5,-5.413,0.0432,0.0151,0.0876,0.434,109.012
Cooler Than Me,19,['Mike Posner'],2010,2V4bv1fNWfTcyRJKmej6Sj,213.293,0.768,0.82,7,-4.63,0.0474,0.179,0.689,0.625,129.965
Imma Be,20,['The Black Eyed Peas'],2010,25OBQPJNVbIfLopfPBnlxz,258.651,0.505,0.174,5,-13.032,0.103,0.000119,0.282,0.0397,184.012
Empire State Of Mind,21,"['Jay-Z', 'Alicia Keys']",2010,2igwFfvr1OAGX9SKDCPBwO,276.92,0.491,0.956,11,-1.538,0.392,0.0295,0.46,0.811,173.585
DJ Got Us Fallin' In Love,22,"['Usher', 'Pitbull']",2010,4356Typ82hUiFAynbLYbPn,220.8,0.663,0.861,7,-3.398,0.109,0.0338,0.082,0.654,119.963
Billionaire,23,"['Travie McCoy', 'Bruno Mars']",2010,2M9ULmQwTaTGmAdXaXpfz5,211.16,0.633,0.673,6,-6.403,0.258,0.297,0.206,0.659,86.776
Not Afraid,24,['Eminem'],2010,7Ie9W94M7OjPoZVV216Xus,248.133,0.855,0.954,0,-1.19,0.264,0.529,0.205,0.668,114.635
Replay,25,['Iyaz'],2010,5vlEg2fT4cFWAqU5QptIpQ,182.306,0.706,0.751,9,-6.323,0.0708,0.173,0.168,0.195,91.031
Sexy Chick,26,"['David Guetta', 'Akon']",2010,4MKzCHlZvkwJOQRNkdw4zq,194.346,0.809,0.562,11,-7.694,0.0534,0.0816,0.105,0.798,130.003
Breakeven,27,['The Script'],2010,38xWaVFKaxZlMFvzNff2aW,261.426,0.627,0.699,10,-4.504,0.0244,0.174,0.0789,0.535,94.003
Your Love Is My Drug,28,['Ke$ha'],2010,2DKE0fl2pO9dkljuupQZb5,179.666,0.902,0.623,6,-6.647,0.0967,0.0626,0.0654,0.725,120.05
I Gotta Feeling,29,['The Black Eyed Peas'],2010,4YabYVPCJQJ2ryIQCF85uE,247.5,0.757,0.525,7,-7.258,0.0269,0.0162,0.0813,0.477,128.01
Fireflies,30,['Owl City'],2010,3DamFFqW32WihKkTVlwTYQ,228.346,0.512,0.662,3,-6.797,0.0439,0.0275,0.118,0.472,180.114
Say Aah,31,"['Trey Songz', 'Fabolous']",2010,2fQ6sBFWaLv2Gxos4igHLy,207.546,0.724,0.87,1,-3.614,0.113,0.00453,0.833,0.81,93.01
Find Your Love,32,['Drake'],2010,4BycRneKmOs6MhYG9THsuX,208.946,0.627,0.614,6,-6.006,0.17,0.0211,0.0286,0.758,96.038
Alejandro,33,['Lady Gaga'],2010,4lwavw59UjXUPJZtKNdFYp,274.213,0.626,0.799,11,-6.612,0.046,0.000358,0.36,0.369,98.992
Ridin' Solo,34,['Jason Derulo'],2010,6BaxqcoEM9r3LXisTyJjST,215.746,0.442,0.83,9,-4.02,0.146,0.128,0.129,0.578,89.338
Just A Dream,35,['Nelly'],2010,3ZdJffjzJWFimSQyxgGIxN,237.8,0.531,0.752,1,-6.161,0.0305,0.0421,0.12,0.103,89.917
How Low,36,['Ludacris'],2010,1WtTLtofvcjQM3sXSMkDdX,201.586,0.785,0.498,1,-6.977,0.0533,0.00248,0.224,0.418,143.96
Like A G6,37,"['Far*East Movement', 'Cataracs', 'Dev']",2010,4DvhkX2ic4zWkQeWMwQ2qf,216.893,0.435,0.837,3,-8.126,0.449,0.00676,0.117,0.778,124.913
Carry Out,38,"['Timbaland', 'Justin Timberlake']",2010,2DHc2e5bBn4UzY0ENVFrUl,232.466,0.531,0.574,10,-6.693,0.113,0.114,0.256,0.272,115.68
Haven't Met You Yet,39,['Michael Buble'],2010,2MLzDZc223xseRi3EJumXr,219.307,0.633,0.814,6,-4.763,0.039,0.0596,0.145,0.773,122.504
Club Can't Handle Me,40,"['Flo Rida', 'David Guetta']",2010,6ebkx7Q5tTxrCxKq4GYj0Y,234.56,0.616,0.869,0,-3.911,0.0327,0.0283,0.064,0.473,127.966
Down,41,"['Jay Sean', 'Lil Wayne']",2010,6cmm1LMvZdB5zsCwX5BjqE,212.506,0.727,0.68,2,-4.498,0.0286,0.0101,0.0821,0.728,132.012
Bulletproof,42,['La Roux'],2010,3kMrazSvILsgcwtidZd1Qd,205.733,0.674,0.882,3,-2.771,0.0477,0.000441,0.068,0.682,123.016
Whatcha Say,43,['Jason Derulo'],2010,67T6l4q3zVjC5nZZPXByU8,221.253,0.615,0.711,11,-5.507,0.0779,0.0444,0.145,0.711,144.036
Baby,44,"['Justin Bieber', 'Ludacris']",2010,6epn3r7S14KUqlReYr77hA,214.24,0.728,0.859,5,-5.237,0.137,0.0401,0.111,0.535,65.043
Whataya Want From Me,45,['Adam Lambert'],2010,2rDwdvBma1O1eLzo29p2cr,227.32,0.44,0.683,11,-4.732,0.0489,0.00706,0.0593,0.445,185.948
Mine,46,['Taylor Swift'],2010,0dBW6ZsW8skfvoRfgeerBF,230.706,0.624,0.757,7,-2.94,0.0296,0.00265,0.189,0.658,121.07
Only Girl (In The World),47,['Rihanna'],2010,2ENexcMEMsYk0rVJigVD3i,235.493,0.789,0.706,11,-4.233,0.0429,0.112,0.0586,0.638,125.911
Live Like We're Dying,48,['Kris Allen'],2010,1HfxPaJggVwFsvOtHbVzMz,212.506,0.589,0.893,0,-2.948,0.0397,0.0273,0.343,0.94,92.011
Hard,49,"['Rihanna', 'Jeezy']",2010,3YJkAQNEhmCZGLdmPsu6Ye,250.6,0.31,0.746,1,-3.599,0.111,0.0121,0.649,0.163,182.032
Young Forever,50,"['Jay-Z', 'Mr. Hudson']",2010,35srNkJVToAzYiZzron1FY,253.906,0.637,0.69,9,-3.214,0.0693,0.417,0.211,0.103,140.329
Blah Blah Blah,51,"['Ke$ha', '3OH!3']",2010,0sMkeZXTKO8NWVLwMVHzdW,188.44,0.723,0.687,11,-4.632,0.2,0.0255,0.124,0.777,173.75
Bottoms Up,52,"['Trey Songz', 'Nicki Minaj']",2010,4AYX69oFP3UOS1CFmV9UfO,242.013,0.844,0.601,1,-5.283,0.157,0.0205,0.385,0.331,73.989
Do You Remember,53,"['Jay Sean', 'Sean Paul', 'Lil Jon']",2010,6A5NlmBCsCGbJ27jHQgKV5,210.8,0.854,0.674,11,-4.896,0.0705,0.0204,0.101,0.818,125.845
All The Right Moves,54,['OneRepublic'],2010,5XRHGXut00SrJUFmcn2lQF,238,0.529,0.948,0,-3.527,0.0474,0.258,0.283,0.65,146.024
According To You,55,['Orianthi'],2010,72phhQtfwZcRweweRxxkmU,200.346,0.619,0.917,5,-2.582,0.0507,0.0233,0.0986,0.552,131.002
My Chick Bad,56,"['Ludacris', 'Nicki Minaj']",2010,3bMNprrp2JDKZsGbiXpsJl,216.933,0.624,0.723,1,-6.782,0.378,0.172,0.483,0.757,84.789
You Belong With Me,57,['Taylor Swift'],2010,1qrpoAMXodY6895hGKoUpA,231.124,0.632,0.773,6,-4.856,0.0346,0.0623,0.0885,0.474,130.033
Meet Me Halfway,58,['The Black Eyed Peas'],2010,1bS4zcSo8RuuEhTwOZiMzk,286.615,0.769,0.356,11,-8.449,0.0428,8.23E-05,0.232,0.271,130.012
Take It Off,59,['Ke$ha'],2010,5YT0DNi6fN4rzd0SX90VR8,241.319,0.923,0.742,1,-4.319,0.0349,0.00633,0.049,0.747,110.013
Over,60,['Drake'],2010,6BdgtqiV3oXNqBikezwdvC,233.56,0.35,0.845,7,-5.614,0.2,0.0107,0.123,0.45,99.643
Animal,61,['Neon Trees'],2010,1fBl642IhJOE5U319Gy2Go,212.293,0.482,0.833,5,-5.611,0.0449,0.000346,0.365,0.74,148.039
Misery,62,['Maroon 5'],2010,6KBYk8OFtod7brGuZ3Y67q,216.2,0.704,0.81,4,-4.874,0.0425,0.000315,0.216,0.726,102.98
Magic,63,"['B.o.B', 'Rivers Cuomo']",2010,5uHYcK0nbEYgRaFTY5BqnP,196.133,0.549,0.932,8,-4.11,0.343,0.0127,0.347,0.787,82.439
Paparazzi,64,['Lady Gaga'],2010,7Hqig8kp32q2Ire3ECQvWM,208.306,0.762,0.692,5,-3.973,0.0438,0.113,0.094,0.397,114.906
Tie Me Down,65,"['New Boyz', 'Ray J']",2010,4faiJXyBflUVVOOE9fxbeg,178.807,0.42,0.787,8,-4.467,0.294,0.0104,0.198,0.38,97.967
Your Love,66,['Nicki Minaj'],2010,1w6kG4Rc29m5EherbvpkF5,245.253,0.422,0.52,11,-10.231,0.343,0.00204,0.411,0.184,189.63
Party In The U.S.A.,67,['Miley Cyrus'],2010,5Q0Nhxo0l2bP3pNjpGJwV1,202.066,0.652,0.698,10,-4.667,0.042,0.00112,0.0886,0.47,96.021
Deuces,68,"['Chris Brown', 'Tyga', 'Kevin McCall']",2010,6wN4nT2qy3MQc098yL3Eu9,276.56,0.692,0.736,1,-5.109,0.11,0.0324,0.0787,0.217,73.987
3,69,['Britney Spears'],2010,6pymOcrCnMuCWdgGVTvUgP,213.173,0.697,0.709,5,-1.917,0.0455,0.0452,0.138,0.787,134.91
Impossible,70,['Shontelle'],2010,45EDI3rk0f4cAMt9f8b56R,226.533,0.599,0.624,8,-3.631,0.0343,0.385,0.125,0.539,90.034
Forever,71,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",2010,6HSqyfGnsHYw9MmIpa9zlZ,357.346,0.415,0.926,5,-1.304,0.374,0.253,0.256,0.542,158.423
Two Is Better Than One,72,"['Boys Like Girls', 'Taylor Swift']",2010,1MaqkdFNIKPdpQGDzme5ss,242.84,0.521,0.702,0,-5.189,0.0331,0.189,0.0962,0.25,127.976
My First Kiss,73,"['3OH!3', 'Ke$ha']",2010,17tDv8WA8IhqE8qzuQn707,192.44,0.682,0.889,0,-4.166,0.0804,0.00564,0.36,0.827,138.021
Already Gone,74,['Kelly Clarkson'],2010,4fq2YUONcgrCJ2SPndSeKC,281.56,0.209,0.872,9,-2.996,0.0757,0.217,0.0768,0.294,78.139
Rock That Body,75,['The Black Eyed Peas'],2010,4e9AWHy3ULi2poxShu3Bn7,269.035,0.771,0.692,7,-8.365,0.0555,0.0255,0.584,0.798,125.006
Secrets,76,['OneRepublic'],2010,1NhPKVLsHhFUHIOZ32QnS2,224.693,0.516,0.764,2,-6.223,0.0366,0.0717,0.115,0.376,148.021
Naturally,77,"['Selena Gomez', 'The Scene']",2010,1YaVmBh7EAeR54FIjuFcb5,202.586,0.605,0.902,10,-5.406,0.0511,0.0185,0.0534,0.875,132.612
Un-Thinkable (I'm Ready),78,['Alicia Keys'],2010,4JOP8ELK6AaeySe7sKe996,249.24,0.596,0.505,7,-7.892,0.0619,0.732,0.106,0.335,86.097
All I Do Is Win,79,"['DJ Khaled', 'T-Pain', 'Ludacris', 'Snoop Dogg', 'Rick Ross']",2010,12PNcnMsjsZ3eHm62t8hiy,232.506,0.545,0.781,10,-3.616,0.185,0.0139,0.161,0.277,150.097
I Made It (Cash Money Heroes),80,"['Kevin Rudolf', 'Birdman', 'Jay Sean', 'Lil Wayne']",2010,6H2wnX7ytNeCKERIVqCwgs,249.546,0.592,0.944,7,-2.94,0.111,0.043,0.365,0.574,124.42
Stuck Like Glue,81,['Sugarland'],2010,0JcKdUGNR7zI4jJDLyYXbi,247.586,0.702,0.795,1,-4.764,0.0568,0.329,0.0505,0.836,83.961
Hey Daddy (Daddy's Home),82,"['Usher', 'Plies']",2010,030OCtLMrljNhp8OWHBWW3,224.093,0.59,0.698,11,-4.262,0.0286,0.000176,0.107,0.352,95.975
There Goes My Baby,83,['Usher'],2010,6IUiqtI8tE49sqGbmtrNd8,281.293,0.626,0.52,9,-8.077,0.0892,0.175,0.13,0.257,77.468
Today Was A Fairytale,84,['Taylor Swift'],2010,4yXeuHP0l7uM3oXuTdmIWM,241.822,0.482,0.779,7,-5.025,0.0409,0.0135,0.296,0.328,158.162
Say Something,85,"['Timbaland', 'Drake']",2010,7qje9qxLncMESiPeI27SAn,240.92,0.555,0.713,11,-4.549,0.0911,0.0845,0.712,0.725,79.934
Sweet Dreams,86,['Beyonce'],2010,1FKxKGONukVFXWVJxAKmlz,208.066,0.694,0.825,1,-5.986,0.111,0.0895,0.0618,0.788,121.949
Use Somebody,87,['Kings Of Leon'],2010,5VGlqQANWDKJFl0MBG3sg2,230.76,0.276,0.715,0,-5.356,0.0432,0.00552,0.201,0.173,137.028
Undo It,88,['Carrie Underwood'],2010,1Fo2N5iXRi37maMboaig7O,177.253,0.476,0.84,2,-2.259,0.058,0.11,0.046,0.648,156.254
Eenie Meenie,89,"['Sean Kingston', 'Justin Bieber']",2010,45O0tUN9Bh6LH4eNxQ07AT,201.653,0.734,0.639,1,-3.241,0.0316,0.0348,0.102,0.836,121.212
Right Above It,90,"['Lil Wayne', 'Drake']",2010,1kMuU3TNQvHbqvXCWBodmP,271.946,0.376,0.841,3,-4.348,0.356,0.0435,0.578,0.463,76.052
The House That Built Me,91,['Miranda Lambert'],2010,02eD9ymfJOJOhM97HYp5R9,236.626,0.515,0.3,5,-8.005,0.0289,0.575,0.115,0.206,81.12
If I Die Young,92,['The Band Perry'],2010,4u26EevCNXMhlvE1xFBJwX,222.773,0.606,0.497,4,-6.611,0.0277,0.348,0.275,0.362,130.739
The Only Exception,93,['Paramore'],2010,7JIuqL4ZqkpfGKQhYlrirs,267.653,0.452,0.563,4,-6.607,0.0272,0.144,0.143,0.209,137.715
American Honey,94,['Lady Antebellum'],2010,4xInIiKipU1mtUogJ3ZdYr,224.866,0.588,0.684,1,-5.154,0.0288,0.508,0.141,0.121,85.997
King Of Anything,95,['Sara Bareilles'],2010,3VA8T3rNy5V24AXxNK5u9E,207.493,0.676,0.762,1,-4.172,0.0351,0.461,0.0574,0.81,119.003
Life After You,96,['Daughtry'],2010,70NGpcNvhI2hqonWNAETIu,207.213,0.396,0.796,5,-3.253,0.0357,0.0597,0.407,0.362,154.037
Smile,97,['Uncle Kracker'],2010,4ZC8hXXqu2hPcDLw9QTdtQ,201.626,0.541,0.812,4,-3.764,0.0336,0.203,0.42,0.607,141.056
Teach Me How To Dougie,98,['Cali Swag District'],2010,61LtVmmkGr8P9I2tSPvdpf,237.48,0.846,0.438,11,-4.981,0.141,0.2,0.0939,0.512,85.013
Try Sleeping With A Broken Heart,99,['Alicia Keys'],2010,1yK9LISg5uBOOW5bT2Wm0i,249.013,0.496,0.821,5,-5.155,0.112,0.158,0.13,0.549,110.977
"Lover, Lover",100,['Jerrod Niemann'],2010,5UzU0qw21okODBNUnxptVo,193.733,0.879,0.567,7,-6.509,0.0588,0.186,0.622,0.948,112.473
Rolling In The Deep,1,['Adele'],2011,1c8gk2PeTE04A1pIDH9YMk,228.093,0.73,0.769,8,-5.114,0.0298,0.138,0.0473,0.507,104.948
Party Rock Anthem,2,"['LMFAO', 'Lauren Bennett', 'GoonRock']",2011,0IkKz2J93C94Ei4BvDop7P,262.173,0.75,0.727,5,-4.21,0.142,0.0189,0.266,0.359,129.993
Firework,3,['Katy Perry'],2011,4lCv7b86sLynZbXhfScfm2,227.88,0.638,0.826,8,-4.968,0.0479,0.139,0.0803,0.649,124.072
E.T.,4,"['Katy Perry', 'Kanye West']",2011,36ux3YuUsGTWPT8fXclS45,229.573,0.62,0.869,1,-5.252,0.175,0.0181,0.369,0.76,151.684
Give Me Everything,5,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",2011,4QNpBfC0zvjKqPJcyqBy9W,252.306,0.671,0.939,8,-3.206,0.161,0.191,0.298,0.53,129.024
Grenade,6,['Bruno Mars'],2011,2tJulUYLDKOg9XrtVkMgcJ,223.253,0.706,0.558,2,-7.237,0.0593,0.146,0.118,0.227,110.443
Super Bass,8,['Nicki Minaj'],2011,3hlksXnvbKogFdPbpO9vel,200.013,0.723,0.86,11,-4.357,0.203,0.271,0.598,0.667,126.979
Moves Like Jagger,9,"['Maroon 5', 'Christina Aguilera']",2011,7LcfRTgAVTs5pQGEQgUEzN,201.16,0.722,0.758,11,-4.477,0.0471,0.0111,0.308,0.62,128.047
Just Can't Get Enough,10,['The Black Eyed Peas'],2011,19jd1ffgFMwGpafuoqImry,222.014,0.475,0.44,0,-11.459,0.0395,0.116,0.126,0.107,93.993
On The Floor,11,"['Jennifer Lopez', 'Pitbull']",2011,0Oe49j06Bjrxs8PltuVeaW,230.906,0.758,0.686,11,-6.346,0.0792,0.0848,0.142,0.444,130.007
S&M,12,['Rihanna'],2011,7ySUcLPVX7KudhnmNcgY2D,243.6,0.769,0.684,1,-5.019,0.0411,0.0105,0.0887,0.835,127.972
Pumped Up Kicks,13,['Foster The People'],2011,7w87IxuO7BDcJ3YUqCyMTT,239.6,0.733,0.71,5,-5.849,0.0292,0.145,0.0956,0.965,127.975
Last Friday Night (T.G.I.F.),14,['Katy Perry'],2011,3avYqdwHKEq8beXbeWCKqJ,230.733,0.652,0.812,3,-3.797,0.0409,0.00125,0.667,0.72,126.023
Just The Way You Are,15,['Bruno Mars'],2011,7BqBn9nzAq8spo5e7cZ0dJ,220.733,0.637,0.843,5,-5.413,0.0432,0.0151,0.0876,0.434,109.012
Tonight (I'm Lovin' You),16,"['Enrique Iglesias', 'Ludacris', 'DJ Frank E']",2011,1CCNGAP0mtPwN32RmbFWPP,228.023,0.802,0.715,0,-8.81,0.275,0.327,0.126,0.522,125.936
Raise Your Glass,17,['P!nk'],2011,1gv4xPanImH17bKZ9rOveR,202.96,0.7,0.709,7,-5.006,0.0839,0.0048,0.0289,0.625,122.019
Born This Way,18,['Lady Gaga'],2011,6r2BECwMgEoRb5yLfp0Hca,260.253,0.587,0.828,11,-5.108,0.161,0.00327,0.331,0.494,123.907
F**kin' Perfect,19,['P!nk'],2011,3MGJF1CDFGfjXESL2Heva0,213.413,0.57,0.646,7,-4.748,0.0331,0.0412,0.362,0.485,91.954
What's My Name?,20,"['Rihanna', 'Drake']",2011,6DkXLzBQT7cwXmTyzAB1DJ,263.173,0.689,0.784,2,-2.972,0.074,0.182,0.0843,0.561,99.954
Look At Me Now,21,"['Chris Brown', 'Lil Wayne', 'Busta Rhymes']",2011,3hsmbFKT5Cujb5GQjqEU39,222.586,0.767,0.677,11,-6.128,0.184,0.0339,0.144,0.538,146.155
Down On Me,22,"['Jeremih', '50 Cent']",2011,0x3TibRgnSqzkcwrqBd4iX,228.453,0.7,0.598,2,-7.783,0.114,0.0369,0.111,0.594,160.041
How To Love,23,['Lil Wayne'],2011,4aX4Oycsk1fhHIee1zqsDe,240.306,0.644,0.661,11,-6.093,0.0418,0.000177,0.108,0.272,154.001
Someone Like You,24,['Adele'],2011,1zwMYTA5nlNjZxYrvBB2pV,285.24,0.556,0.319,9,-8.251,0.0281,0.893,0.0996,0.294,135.187
Good Life,25,['OneRepublic'],2011,6OtCIsQZ64Vs1EbzztvAv4,253.306,0.634,0.69,6,-7.804,0.052,0.0771,0.132,0.645,94.988
The Lazy Song,26,['Bruno Mars'],2011,1ExfPZEiahqhLyajhybFeS,190.213,0.738,0.804,11,-3.851,0.0621,0.332,0.279,0.949,174.943
Till The World Ends,27,['Britney Spears'],2011,38iU2jg98IZZEIJPrP7aWD,237.946,0.693,0.705,8,-5.747,0.0665,0.0228,0.202,0.45,131.951
